Text-ID	Sentence-ID	Text
EL_125	30	Λέει στον Βασιλιά Γεώργιο Α’.
EL_125	31	«Μεγαλειότατε!
EL_125	32	Το έθνος είνε έτοιμον και βοηθείται υπό συμμάχων.
EL_125	33	Θα νικήσωμεν.
EL_125	34	Μετά δέκα πέντε ημέρας θα είμεθα εις Θεσσαλονίκην.
EL_125	35	Μετ’ ολίγον έχομεν την πεντηκονταετηρίδα της βασιλείας σας, θα την εορτάσωμεν με μία Ελλάδα, διπλασίαν της σημερινής».
EL_125	36	Βρισκόμαστε στα τέλη του Σεπτεμβρίου 1912.
EL_125	37	Διανύουμε τα τελευταία 24ωρα πριν την έναρξη του πολέμου.
EL_127	1	Κορωνοϊός: Ανησυχία για νέο κύμα στην Ευρώπη
EL_127	2	Ένα νέο κύμα της covid-19 διαφαίνεται στην Ευρώπη καθώς ο καιρός ψυχραίνει, με τους ειδικούς δημόσιας υγείας να προειδοποιούν ότι η κόπωση από τα εμβόλια και η σύγχυση σχετικά με τους διάφορους τύπους των προσφερόμενων εμβολίων ενδέχεται να περιορίσει τον αριθμό των ατόμων που θα λάβουν ενισχυτική δόση.
EL_127	3	Οι υποπαραλλαγές B4/5 της Όμικρον που κυριάρχησαν το καλοκαίρι εξακολουθούν να ευθύνονται για την πλειονότητα των κρουσμάτων, αλλά κερδίζουν έδαφος νεότερες υποπαραλλαγές της Όμικρον.
EL_127	4	Εκατοντάδες νέα στελέχη της Όμικρον εντοπίζονται από τους επιστήμονες, ανακοίνωσαν αξιωματούχοι του Παγκόσμιου Οργανισμού Υγείας (ΠΟΥ) αυτή την εβδομάδα.
EL_127	5	Τα επίσημα στοιχεία.
EL_127	6	Τα στοιχεία που έδωσε στη δημοσιότητα ο ΠΟΥ αργά χθες Τετάρτη έδειξαν ότι ο αριθμός των κρουσμάτων στην ΕΕ έφτασε το 1,5 εκατομμύριο την προηγούμενη εβδομάδα, αύξηση 8% σε σχέση με την εβδομάδα 19 με 25 Σεπτεμβρίου, παρά τη δραματική μείωση των τεστ.
EL_127	7	Παγκοσμίως ο αριθμός των κρουσμάτων εξακολουθεί να μειώνεται.
EL_127	8	Ο αριθμός των νοσηλειών σε πολλές από τις 27 χώρες της ΕΕ καθώς και στη Βρετανία έχει επίσης αυξηθεί τις τελευταίες εβδομάδες.
EL_127	9	Την εβδομάδα που ολοκληρώθηκε στις 4 Οκτωβρίου οι εισαγωγές στα νοσοκομεία με συμπτώματα covid-19 αυξήθηκαν κατά σχεδόν 32% στην Ιταλία, ενώ οι εισαγωγές σε μονάδες εντατικής θεραπείας κατά 21% σε σχέση με την προηγούμενη εβδομάδα, σύμφωνα με τα στοιχεία του ανεξάρτητου επιστημονικού ιδρύματος Gimbe.
EL_127	10	Στη διάρκεια της ίδιας εβδομάδας οι νοσηλείες λόγω covid-19 στη Βρετανία αυξήθηκαν κατά 45% σε σχέση με την προηγούμενη.
EL_127	11	Μειώνεται η επιθυμία για εμβολιασμούς.
EL_127	12	Τα εμβόλια κατά της covid προσαρμοσμένα στα υποστελέχη στελέχη Β1 και Β4/5 της Όμικρον είναι διαθέσιμα στην Ευρώπη από τον Σεπτέμβριο, μαζί με τα εμβόλια πρώτης γενιάς.
EL_127	13	Στη Βρετανία έχουν λάβει έγκριση μόνο τα εμβόλια για το Β1.
EL_127	14	Εξάλλου οι ευρωπαϊκές και βρετανικές αρχές συνιστούν αυτά τα εμβόλια ως ενισχυτικές δόσεις μόνο για συγκεκριμένες ομάδες, όπως οι ηλικιωμένοι και οι ανοσοκατεσταλμένοι.
EL_127	15	Τα πράγματα περιπλέκονται περισσότερο καθώς υπάρχει «επιλογή» του εμβολίου που μπορεί να λάβει κάποιος ως ενισχυτική δόση.
EL_127	16	Αλλά και η προθυμία των πολιτών να εμβολιαστούν μία ακόμη φορά, τέταρτη ή και πέμπτη για κάποιους, μειώνεται.
EL_127	17	«Για αυτούς που ίσως ανησυχούν λιγότερο για τους κινδύνους που αντιμετωπίζουν, το μήνυμα ότι η πανδημία έχει τελειώσει σε συνδυασμό με την απουσία μίας μεγάλης εκστρατείας ενημέρωσης ενδέχεται να μειώσει το ποσοστό του εμβολιασμού», σχολίασε ο Μάρτιν ΜακΚι καθηγητής ευρωπαϊκής δημόσιας υγείας στο London School of Hygiene and Tropical Medicine.
EL_127	18	Ο λάθος συλλογισμός.
EL_127	19	«Οπότε ανησυχώ ότι το ποσοστό εμβολιασμού θα είναι αρκετά μικρότερο», πρόσθεσε.
EL_127	20	«Άλλο ένα στοιχείο σύγχυσης είναι ότι ένα αρκετά μεγάλο μέρος του πληθυσμού προσεβλήθη από covid τους τελευταίους μήνες», επεσήμανε η Πένι Γουορντ καθηγήτρια φαρμακολογίας στο King’s College.
EL_127	21	Κάποιοι ίσως πιστεύουν λανθασμένα ότι αν έχουν ολοκληρώσει τον βασικό τους εμβολιασμό και μετά έχουν ασθενήσει από covid, έχουν ανοσία, εξήγησε.
EL_127	22	Από τις 5 Σεπτεμβρίου, όταν ξεκίνησε η διάθεση των νέων εμβολίων στην ΕΕ, έχουν διατεθεί περίπου 40 εκ. δόσεις από την Pfizer/ BioNTech και Moderna στις χώρες μέλη, σύμφωνα με τα στοιχεία του Ευρωπαϊκού Κέντρου Πρόληψης και Ελέγχου Ασθενειών (ECDC).
EL_127	23	Ωστόσο ο εβδομαδιαίος αριθμός δόσεων που χορηγούνται στην ΕΕ κυμαινόταν μεταξύ ενός και 1,4 εκ. τον Σεπτέμβριο, έναντι 6-10 εκ. εβδομαδιαίως την ίδια περίοδο πέρυσι.
EL_127	24	Ψευδής αίσθηση ασφάλειας.
EL_127	25	Ίσως η μεγαλύτερη πρόκληση είναι να αντιμετωπιστεί η αντίληψη ότι η πανδημία έχει τελειώσει, η οποία δημιουργεί μια ψευδή αίσθηση ασφάλειας.
EL_127	26	Το ίδρυμα Gimbe κατήγγειλε ότι η ιταλική κυβέρνηση, που σύντομα θα αλλάξει, δεν έχει προετοιμαστεί σωστά για την περίοδο του φθινοπώρου και του χειμώνα, ενώ υπογράμμισε ότι εμποδίστηκε η δημοσίευση έκθεσης για τη διαχείριση της πανδημίας από την κυβέρνηση.
EL_127	27	Στο μεταξύ Βρετανοί αξιωματούχοι προειδοποίησαν την προηγούμενη εβδομάδα ότι η εμφάνιση της γρίπης και η αύξηση των κρουσμάτων covid-19 ήδη ασκούν πίεση στο δημόσιο σύστημα υγείας.
EL_143	1	Όταν οι Τούρκοι ακόλουθοι παραβρέθηκανστην ενεργοποίηση των S-300 στην...
EL_143	2	Πολύ μεγάλη είναι η αντίδραση της Τουρκίας από τη δήθεν ενεργοποίηση του συστήματος S-300 (23 Αυγούστου 2022) αφού ισχυρίζεται και ταυτόχρονο κλείδωμα στα ελληνικά ραντάρ τουρκικών αεροσκαφών F-16 δυτικά της Ρόδου, θέμα για το οποίο έχει αναφερθεί και στο ΝΑΤΟ.
EL_143	3	Προσκεκλημένοι από το ΓΕΣ.
EL_143	4	Σχεδόν 9 χρόνια πριν, την 13η Δεκεμβρίου 2013, πραγματοποιήθηκε στην Κρήτη άσκηση κατά την οποία ενεργοποιήθηκε δοκιμαστικά το αντιαεροπορικό σύστημα S-300 των Ενόπλων Δυνάμεων της Χώρας μας, αποκαλύπτει ο αντιστράτηγος ε.α.
EL_143	5	Λάζαρος Καμπουρίδης.
EL_143	6	Δείτε ακόμα Ανάλυση: H Τουρκία συγκροτεί ιδιωτικό στρατό στα βήματα της Ρωσίας.
EL_143	7	Την άσκηση αλλά και την ενεργοποίηση του συστήματος S-300 παρακολούθησαν τότε, προσκεκλημένοι από το Ελληνικό Γενικό Επιτελείο, αξιωματικοί παρατηρητές από χώρες του ΝΑΤΟ καθώς και ακόλουθοι άμυνας, στρατιωτικοί, ναυτικοί και αεροπορικοί ακόλουθοι άλλων χωρών, οι οποίοι υπηρετούσαν στην Αθήνα.
EL_143	8	Αυτό δεν θα είχε καμία σημασία την παρούσα περίοδο, εάν τότε δεν παραβρίσκονταν στο παρατηρητήριο της άσκησης ο τούρκος ακόλουθος Αμυνας, τοποθετημένος στην τουρκική πρεσβεία της Αθήνας, συνοδευόμενος από τον ναυτικό ακόλουθο της χώρας του.
EL_143	9	Οι δύο τούρκοι ακόλουθοι όταν έλαβαν την έγκριση του Τουρκικού Γενικού Επιτελείου για να παραβρεθούν στην άσκηση γνώριζαν ότι στο πλαίσιο αυτής θα πραγματοποιούνταν και η ενεργοποίηση του ελληνικού συστήματος S-300.
EL_143	10	Γνώριζαν την ενεργοποίηση των S-300.
EL_143	11	Η παρουσία ξένων ακολούθων Αμυνας σε δραστηριότητες όπως η προαναφερόμενη άσκηση ενέχουν έναν συμβολισμό και σίγουρα απαιτείται η έγκριση του επιτελείου τους αφού αυτή δεν θα πρέπει να αντίκειται στα συμφέροντα και την πολιτική της χώρας τους.
EL_143	12	Ο τότε τούρκος ακόλουθος Aμυνας και ναυτικός ακόλουθος στο παρατηρητήριο της άσκησης/Κρήτη, 13/12/2013 ( Δηλαδή, τότε το Τουρκικό Γενικό Επιτελείο, ενώ γνώριζε για την ενεργοποίηση του ελληνικού συστήματος S-300, ενέκρινε την παρουσία των δύο τούρκων ακολούθων στο παρατηρητήριο της άσκησης, οι οποίοι παρακολούθησαν και την ενεργοποίηση του συστήματος.
EL_143	13	Την περίοδο εκείνη, πρωθυπουργός της Τουρκίας ήταν ο νυν πρόεδρος Ρ.
EL_143	14	Τ.
EL_143	15	Ερντογάν και διοικητής των τουρκικών χερσαίων δυνάμεων ο σημερινός υπουργός Αμυνας, Χ.
EL_143	16	Ακάρ.
EL_143	17	(Ο τότε τούρκος ακόλουθος Αμυνας και ο ναυτικός ακόλουθος στο παρατηρητήριο της άσκησης/Κρήτη, 13/12/2013) Η υποκριτική διφορούμενη στάση της Αγκυρας στο θέμα υποδηλώνει ότι η τουρκική πλευρά, αν και δεν ήταν αντίθετη τότε (2013) με την ενεργοποίηση του ελληνικού S-300, την παρούσα περίοδο σαφώς ενοχλημένη από την ανατροπή της αεροπορικής ισχύος υπέρ της χώρας μας, αποσκοπεί στη διακοπή των διαδικασιών προμήθειας του αεροσκάφους F-35 από την Ελλάδα, ως αντίβαρο στην επιβολή των αμερικανικών κυρώσεων και αποβολή της Τουρκίας από το πρόγραμμα των F-35, λόγω της προμήθειας του ρωσικού συστήματος S-400.
EL_143	18	Να δώσει εξηγήσεις ο Ακάρ.
EL_143	19	Η τουρκική πλευρά και ειδικότερα ο τούρκος υπουργός Αμυνας Χ. Ακάρ, ο οποίος χρησιμοποιεί επιθετική ρητορική μίσους εναντίον της Χώρας μας, θα πρέπει να εξηγήσει στην τουρκική κοινή γνώμη αλλά και στο ΝΑΤΟ, τον λόγο για τον οποίο κατακρίνει τη χώρα μας για τη δήθεν ενεργοποίηση του ελληνικού συστήματος S-300, αφού επί δικής του αρχηγίας στον τουρκικό στρατό ξηράς δόθηκε έγκριση στον τότε τούρκο ακόλουθο Αμυνας αλλά και στον ναυτικό ακόλουθο να παραστούν στην άσκηση ενεργοποίηση του ελληνικού συστήματος S-300, την ημέρα των διακεκριμένων επισκεπτών.
EL_143	20	Σημείωση: Το φωτογραφικό υλικό της παρουσίας των δύο τούρκων ακολούθων προέρχεται από τουρκική Δεξαμενή Σκέψης που εκφράζει τους Ευρασιαστές στην Τουρκία οι οποίοι τα τελευταία 5 χρόνια στηρίζουν την κυβέρνηση του Ερντογάν.
EL_143	21	Ο Αντιστράτηγος ε.α. Λάζαρος Καμπουρίδης είναι απόφοιτος της Σχολής Εθνικής Άμυνας, κάτοχος MBA από το Nottinngham Trend University, Πτυχιούχος του Τμήματος Ιστορίας & Εθνολογίας του ΔΠΘ, και υποψήφιος Διδάκτορας του Παντείου Πανεπιστημίου, ενώ διετέλεσε μέλος της Ελληνικής Διπλωματικής Αντιπροσωπείας στην Κωνσταντινούπολη την περίοδο 1995-1999, Ακόλουθος Άμυνας στην Ελληνική Πρεσβεία στην Άγκυρα την περίοδο 2013-2017.
EL_144	1	Σνάμπελ – ΕΚΤ: Δεν απέδωσε η πρώτη αύξηση των επιτοκίων
EL_144	2	«Αυτή η κίνηση δεν ήταν αρκετή για να αλλάξει τις προοπτικές για τον πληθωρισμό, ωστόσο, ακόμη και μια ύφεση από μόνη της δεν θα ήταν αρκετή για να τιθασεύσει τις πιέσεις των τιμών,» υπογράμμισε η Σνάμπελ σε συνέντευξή της στο ειδησεογραφικό πρακτορείο Reuters, προσθέτοντας:
EL_144	3	«Τον Ιούλιο αποφασίσαμε να αυξήσουμε τα επιτόκια κατά 50 μονάδες βάσης επειδή ανησυχούσαμε για τις προοπτικές για τον πληθωρισμό.
EL_144	4	Οι ανησυχίες που είχαμε τον Ιούλιο δεν έχουν αμβλυνθεί… Δεν νομίζω ότι αυτή η προοπτική έχει αλλάξει ριζικά».
EL_144	5	Πιο επιθετική κίνηση τον Σεπτέμβριο.
EL_144	6	Αναλυτές ποντάρουν σε μια αύξηση των επιτοκίων κατά 25-50 μονάδες βάσης τον Σεπτέμβριο, αν και οι νέες δηλώσεις της Σνάμπελ αφήνουν ανοικτό το ενδεχόμενο για μία ακόμα πιο επιθετική αυστηροποίηση της νομισματικής πολιτικής.
EL_144	7	Το πρόβλημα είναι ότι στο 8,9%, ο πληθωρισμός είναι τετραπλάσιος από τον στόχο 2% της ΕΚΤ και δεν δείχνει σημάδια αποκλιμάκωσης.
EL_144	8	«Δεν θα απέκλεια ότι, βραχυπρόθεσμα, ο πληθωρισμός πρόκειται να αυξηθεί περαιτέρω», είπε η Σνάμπελ, η οποία χαρακτηρίζεται για τη συντηρητική της εν γένει, στάση απέναντι στην χάραξη της νομισματικής πολιτικής.
EL_144	9	«Αυτές οι πληθωριστικές πιέσεις είναι πιθανό να είναι μαζί μας για κάποιο χρονικό διάστημα, δεν θα εξαφανιστούν γρήγορα», τόνισε: «Θα χρειαστεί χρόνος μέχρι ο πληθωρισμός να επανέλθει στο 2%».
EL_144	10	Μολονότι ο πληθωρισμός είναι πιθανό να επιβραδυνθεί απότομα τα επόμενα χρόνια, η Σνάμπελ παραδέχθηκε ότι οι προβλέψεις της ΕΚΤ ήταν λανθασμένες τα τελευταία τρίμηνα, επομένως πρέπει να δοθεί μεγαλύτερη βαρύτητα στα πραγματικά στοιχεία για την αύξηση των τιμών, ώστε να λαμβάνονται ορθές αποφάσεις πολιτικής.
EL_144	11	Ο κίνδυνος της ύφεσης.
EL_144	12	Η κατάσταση περιπλέκεται ακόμα περισσότερο για την ΕΚΤ, καθώς οι αυξήσεις στα επιτόκια έρχονται ακριβώς τη στιγμή που μια ύφεση, που προκαλείται από την άνοδο των τιμών του πετρελαίου φαντάζει ως μεγάλη πιθανότητα για την ευρωζώνη.
EL_144	13	Ο Σνάμπελ αναγνώρισε τον κίνδυνο ύφεσης: «Υπάρχει ισχυρή ένδειξη ότι η ανάπτυξη θα επιβραδυνθεί και δεν θα απέκλεια ότι μπαίνουμε σε τεχνική ύφεση, ειδικά εάν διακοπεί περαιτέρω ο εφοδιασμός ενέργειας από τη Ρωσία».
EL_144	14	«Οι καθοδικοί κίνδυνοι για την οικονομική ανάπτυξη έχουν επίσης αυξηθεί λόγω πρόσθετων κραδασμών από την πλευρά της προσφοράς, που προκαλούνται από ξηρασίες ή τα χαμηλά επίπεδα νερού στα μεγάλα ποτάμια», υπογράμμισε.
EL_144	15	«Φαίνεται ότι, από τις μεγαλύτερες χώρες της ζώνης του ευρώ, η Γερμανία έχει πληγεί περισσότερο».
EL_144	16	Ωστόσο, ενώ μια ύφεση θα περιορίσει τις πιέσεις στις τιμές, από μόνη της δεν αρκεί για να επαναφέρει τον πληθωρισμό στον στόχο.
EL_144	17	«Ακόμα κι αν εισέλθουμε σε ύφεση, είναι μάλλον απίθανο οι πληθωριστικές πιέσεις να υποχωρήσουν από μόνες τους», τόνισε η Σνάμπελ.
EL_144	18	«Η επιβράδυνση της ανάπτυξης τότε μάλλον δεν είναι αρκετή για να μετριάσει τον πληθωρισμό».
EL_144	19	Τα κράτη του νότου.
EL_144	20	Ένα άλλο πρόβλημα για την ΕΚΤ είναι ότι οι αυξήσεις επιτοκίων θα αυξήσουν δυσανάλογα το κόστος δανεισμού στην περιφέρεια του μπλοκ, θέτοντας σε μεγαλύτερο κίνδυνο περισσότερα χρεωμένα κράτη όπως η Ιταλία ή η Ελλάδα.
EL_144	21	Αναφερόμενη στις επανεπενδύσεις του PEPP υπογράμμισε ότι «μας βοηθά να αντιμετωπίσουμε τους κινδύνους κατακερματισμού και τους κινδύνους για τον μηχανισμό μετάδοσης που σχετίζεται με την πανδημία».
EL_144	22	Πρόσθεσε ωστόσο ότι η χρήση αυτού του μέσου πρέπει να είναι αναλογική.
EL_144	23	Αυτό σημαίνει ότι η ενεργοποίηση του εργαλείου θα γίνει μόνο στο βαθμό που είναι απαραίτητο.
EL_144	24	«Στην αρχή της πανδημίας είδαμε ότι οι σύντομες περίοδοι παρέμβασης μπορεί να είναι επαρκείς για τη σταθεροποίηση των αγορών» επεσήμανε.
EL_144	25	Σε τι διαφέρουν PEPP και TPI.
EL_144	26	Ερωτηθείσα για τη διαφορά της επενεπένδυσης του PEPP από το νέο εργαλείο TPI, που αποφάσισε η ΕΚΤ είπε ότι «είναι διαφορετικό από πολλές απόψεις»: «Πρόκειται για ένα μόνιμο εργαλείο και οι όγκοι αγορών δεν περιορίζονται εκ των προτέρων.
EL_144	27	Ταυτόχρονα, απαιτεί μια ευρύτερη αξιολόγηση.
EL_144	28	Ειδικότερα, απαιτεί αξιολόγηση διαφόρων κριτηρίων επιλεξιμότητας που σχετίζονται με τη συμμόρφωση με το δημοσιονομικό πλαίσιο της ΕΕ, τις μακροοικονομικές ανισορροπίες, τη δημοσιονομική βιωσιμότητα και τις υγιείς μακροοικονομικές πολιτικές».
EL_144	29	Και τόνισε ότι το Διοικητικό Συμβούλιο πρέπει να αποφασίσει ποιο εργαλείο θα χρησιμοποιήσει υπό ποιες συνθήκες.
EL_144	30	Πρέπει επίσης να ελέγξει τα σχετικά κριτήρια για αυτά τα εργαλεία.
EL_144	31	Και το σημαντικότερο, πρέπει να βεβαιωθεί ότι η χρήση των εργαλείων είναι αναλογική.
EL_144	32	Η αναλογικότητα συνεπάγεται τρία πράγματα: «Πρέπει να δείξουμε ότι το εργαλείο είναι αποτελεσματικό, δηλαδή ότι εξυπηρετεί τον σκοπό του.
EL_144	33	Πρέπει να αποδείξουμε ότι το εργαλείο είναι αποτελεσματικό, επομένως δεν υπάρχει άλλο εργαλείο που να μπορεί να επιτύχει τον ίδιο στόχο με χαμηλότερο κόστος.
EL_144	34	Και, τέλος, τα πιθανά οφέλη πρέπει να υπερβαίνουν το πιθανό κόστος ή τις παρενέργειες».
EL_161	1	Φραντσέσκο Τζόρτζι: Ποιος είναι ο σύντροφος της Εύας Καϊλή που συνελήφθη
EL_161	2	Σαν κεραυνός εν αιθρία έπεσε στις Βρυξέλλες και την Ελλάδα η είδηση ότι η ευρωβουλευτής του ΠΑΣΟΚ ΚΙΝΑΛ (η οποία διεγράφη) ερευνάται για υπόθεση διαφθοράς που συνδέεται με το Παγκόσμιο Κύπελλο του Κατάρ.
EL_161	3	Ακόμη μεγαλύτερη αίσθηση προκάλεσε και η είδηση ότι έχει συλληφθεί για την ίδια υπόθεση ο σύντροφός της, ιταλικής καταγωγής, Φραντσέσκο Τζόρτζι ενώ η κ.
EL_161	4	Καϊλή έχει λάβει κλήση για ανάκριση.
EL_161	5	Ο Τζόρτζι είναι έμπειρος Κοινοβουλευτικός Σύμβουλος στον τομέα των εξωτερικών υποθέσεων και των ανθρώπινων δικαιωμάτων, ενώ ταυτόχρονα είναι δεινός ιστιοπλόος.
EL_161	6	Κατάγεται από την Ιταλία και εργάζεται ως βοηθός σε γραφείο Ιταλού Ευρωβουλευτή, στην ίδια ομάδα των Ευρωπαίων Σοσιαλιστών.
EL_161	7	Με την Εύα Καϊλή διατηρούν σχέση για περισσότερα από δύο χρόνια ενώ τον περασμένο Φεβρουάριο απέκτησαν μαζί ένα κοριτσάκι.
EL_161	8	Το ζευγάρι γνωρίστηκε στις Βρυξέλλες, όπου ο 33χρονος εργάζεται ως σύμβουλος στο Ευρωπαϊκό Κοινοβούλιο με ειδίκευση στις Διεθνείς Σχέσεις και τα Ανθρώπινα Δικαιώματα.
EL_161	9	“Γνωριστήκαμε στη δουλειά και εκτίμησα το πόσο σοβαρός, έξυπνος και μορφωμένος ήταν.
EL_161	10	Στη συνέχεια διαπίστωσα πως έχει χρυσή καρδιά και νοιάζεται για τους άλλους αλλά και σέβεται την οικογένεια.
EL_161	11	Αυτά ήταν μία καλή βάση για όλα.”, είχε δηλώσει η Εύα Καϊλή.
EL_161	12	Η Εύα Καϊλή είχε μιλήσει πριν από περίπου 1,5 χρόνο στην εκπομπή Έλα Χαμογέλα για τη μητρότητα λέγοντας με νόημα Άργησα αλλά πρέπει κι εγώ να το πάρω απόφαση.
EL_161	13	Ήταν πολύ σημαντική αυτή η περίοδος γιατί όντως είδα ότι είναι κάτι όμορφο που αλλάζει τη ζωή σου, αλλά αυτό δεν σημαίνει ότι τη διακόπτεις, ενώ απαντώντας σε ερώτηση για το αν βρίσκεται κοντά στην απόκτηση ενός παιδιού είχε εξομολογηθεί: Αναγκαστικά είμαστε σε μια τελική ευθεία.
EL_161	14	Για το παιδί και τη γνωριμία τους Για την γνωριμία της με τον σύντροφό της, την κόρη τους αλλά και τη ζωή τους μεταξύ Αθήνας, Βρυξελλών και Μιλάνου, μίλησε η Εύα Καϊλή.
EL_161	15	Η πολιτικός, λίγες ημέρες μετά την εκλογή της ως αντιπροέδρου του Ευρωπαϊκού Κοινοβουλίου, είχε μιλήσει στο περιοδικό OK!
EL_161	16	και αναφέρθηκε στην γνωριμία της με τον σύντροφό της Φραντσέσκο Τζόρτζι, στο πώς επέλεξαν το όνομα της κόρης τους, αλλά και το ποια είναι η σπεσιαλιτέ της.
EL_161	17	Υπάρχει κάποια ιστορία πίσω από την επιλογή του ονόματος; Ο αλγόριθμος της Αριάδνης, η ιστορία της Αριάδνης της Κρήτης, η αγάπη μου για την ιστορία και τη μυθολογία μας ήταν οι βασικοί λόγοι που μας οδήγησαν σε αυτή την επιλογή.
EL_161	18	Το ότι μεταφράζεται Αριάννα στα ιταλικά ήταν τελικά και το καθοριστικό για να το επιλέξουμε την Πρωτοχρονιά του 2021 και κοντεύοντας να κλείσει 1 χρόνο διαπιστώνουμε ότι της ταιριάζει.
EL_161	19	Σε ποιον μοιάζει; Στην αρχή μόνο στον πατέρα της, αλλά λένε όσοι με αγαπάνε πως σιγά σιγά κερδίζω πόντους.
EL_161	20	Η βάση σας είναι οι Βρυξέλλες; Βρυξέλλες και Αθήνα.
EL_161	21	Μιλάνο στις γιορτές.
EL_161	22	Πώς περνάτε τον ελεύθερο χρόνο σας ως οικογένεια; Έχοντας σταματήσει λόγω πανδημίας τις αποστολές στο εξωτερικό, περνάμε όλα τα Σαββατοκύριακα μόνο οικογενειακά, μαγειρεύοντας και δοκιμάζοντας συνταγές με τη μητέρα μου, παίζοντας με τον ανιψιό μου, τραγουδώντας παιδικά τραγούδια, όπως όλοι σε αυτή την περίοδο της ζωής τους.
EL_161	23	Όταν κοιμάται το μωρό, διαβάζοντας ή συζητώντας αλλά και οργανώνοντας τις επόμενες μέρες.
EL_161	24	Ποια θα έλεγες πως είναι η σπεσιαλιτέ σου; Όλες οι ελληνικές χρονοβόρες συνταγές.
EL_161	25	Έμαθα και μερικές ιταλικές.
EL_161	26	Κάθε μήνα προσπαθώ να πετύχω κάτι που συνήθως θα αντιγράψω από την αδελφή μου.
EL_161	27	Πόσο εύκολο είναι να ταξιδεύεις με το μωρό στο αεροπλάνο; Πώς το αντιλαμβάνεται όλο αυτό; Προσαρμόστηκε.
EL_161	28	Την τελευταία φορά είχε σηκωθεί και χαιρετούσε τον κόσμο που έβγαινε από το αεροπλάνο στην πτήση Βρυξέλλες Αθήνα.
EL_161	29	Θέλει να βλέπει ανθρώπους να της χαμογελάνε.
EL_161	30	Η βάφτιση και ο γάμος θα γίνουν στην Ελλάδα; Η βάφτιση ναι.
EL_161	31	Όταν με το καλό περάσει αυτή η πανδημία, θα δούμε τις λεπτομέρειες.
EL_161	32	Πώς κατάφερες να κρατήσεις την εγκυμοσύνη σου κάτω από άκρα μυστικότητα; Δεν προσπάθησα να την κρατήσω μυστική, απλώς δεν αισθάνομαι άνετα να διατυμπανίζω κάτι τόσο προσωπικό, πόσο μάλλον σε μια περίοδο που πολλές οικογένειες μετράνε απώλειες από την πρωτόγνωρη αυτή πανδημία.
EL_161	33	Ήταν και η τηλεργασία που μας κράτησε κλεισμένους σπίτι.
EL_161	34	Τελικά μαθεύτηκε όταν το μωρό ήταν ήδη 3-4 μηνών.
EL_161	35	Όταν γνώρισες τον σύντροφό σου, ένιωσες ότι αυτός ο άντρας θα είναι ο πατέρας των παιδιών σου; Όχι, ομολογώ.
EL_161	36	Επιλέξαμε να είμαστε μαζί μετά από δύο περίπου χρόνια γνωριμίας.
EL_166	1	Σκάνδαλο Volkswagen: Απέτυχε ο συμβιβασμός στη Γερμανία-Θέλουν να πληρώσουν μόνο 1.800 ευρώ σε κάθε ενάγοντα
EL_166	2	Για την ακρίβεια, όπως αναφέρεται σε δημοσίευμα της Financial Times, η Volkswagen λάνσαρε μια ιστοσελίδα στην οποία καλεί τους οδηγούς να εγγραφούν προκειμένου να λάβουν το ποσό της αποζημίωσης που τους αναλογεί.
EL_166	3	Αυτό, θα κυμαίνεται σύμφωνα με το δημοσίευμα, από 1.350 ευρώ ως 6,200 ευρώ ανά ιδιοκτήτη, πολύ χαμηλότερα δηλαδή από τις αποζημιώσεις που κατέβαλε η Volkswagen στις ΗΠΑ , που κυμαίνονταν μεταξύ 12.000 και 44.000 δολαρίων το 2016, έναν χρόνο αφότου ξέσπασε το σκάνδαλο.
EL_166	4	Σύμφωνα με την deutschlandfunk, η Ομοσπονδία διαπραγματευόταν κατά την διαδικασία με τη Φολκσβάγκεν εξ ονόματος περίπου 460.000 ενάγοντων εναντίον της, οι οποίοι διεκδικούσαν αποζημίωση.
EL_166	5	Οι αγοραστές αυτοκινήτων θεωρούν τους εαυτούς τους εξαπατημένους εξαιτίας της χειραγώγησης του λογισμικού των εκπομπών ντίζελ.
EL_166	6	Με αναγωγή το ποσόν των 830 εκατομμυρίων ευρώ αντιστοιχεί σε αποζημίωση 1.800 ευρώ ανά ενάγοντα.
EL_166	7	Σε αντιφάσεις για την υπόθεση ο όμιλος Volkswagen.
EL_166	8	Ως αιτιολογία της αποτυχίας εξωδικαστικού συμβιβασμού αναφέρθηκε από την πλευρά της εταιρείας το γεγονός ότι οι δικηγόροι της Ομοσπονδίας Γερμανικών Οργανώσεων Καταναλωτών ομοσπονδιακής ένωσης ζήτησαν υπερβολικές αμοιβές, κάτι το οποίο διέψευσε η ίδια η Ομοσπονδία, ενώ μέλος του Διοικητικού Συμβουλίου χαρακτήρισε στο Βερολίνο αινιγματική την συμπεριφορά της Volkswagen (VW).
EL_166	9	Ήδη το πρωί, ο γερμανική αυτοκινητοβιομηχανία είχε προσφέρει αμοιβή 50 εκατομμυρίων ευρώ στους δικηγόρους της Ομοσπονδίας.
EL_166	10	Λίγο αργότερα, ακριβώς αυτό το ποσό παρουσιάστηκε από τη VW ως υπερβολική αμοιβή, ενώ οι δύο πλευρές βρίσκονταν πολύ κοντά στην συμφωνία για τον τελικό συμβιβασμό.
